,BodyID,text
34,34,"b'Rahul Gandhi does Oscar-level acting on protecting Constitution: BRS leader K T Rama RaoIn a relief to Congress leader Rahul Gandhi, the Bombay High Court on Friday quashed a magistrate\'s order permitting an RSS worker to submit fresh and additional documents in a pending criminal defamation complaint. RSS worker Rajesh Kunte had in 2014 lodged a defamation complaint before the Bhiwandi magistrate\'s court, claiming the Congress leader had made false and defamatory statements during a speech that the right-wing outfit was responsible for the assassination of Mahatma Gandhi.\n\nIn 2023, the magistrate court in Bhiwandi in Thane district permitted Kunte to submit the transcript of Gandhi\'s speech, which was part of a petition the Congress leader had filed in 2014 seeking the quashing of summons issued to him.\n\nKunte contended that by including the transcript as part of his petition, Gandhi had ""unambiguously owned up to the speech and its contents"".\n\nGandhi challenged the magistrate\'s order before the high court. On Friday, a single bench of Justice Prithviraj Chavan allowed Gandhi\'s petition.\n\n""The petition is allowed. Impugned order and consequent exhibition of documents are quashed and set aside. The magistrate court is directed to proceed with the trial regarding the exhibit in accordance with the observations made in the order,"" the court said.\n\nJustice Chavan also directed the magistrate to deal with the trial expeditiously and asked both parties to cooperate.\n\nThe documents submitted by Kunte include parts of a petition filed by Gandhi in 2014, challenging the summons issued to him by the Bhiwandi court then.\n\nIt includes a copy of the transcript of the alleged speech made by Gandhi from a CD containing the purported live telecast of the programme, which was annexed as an exhibit to the petition.\n\nGandhi, in his plea, claimed that in 2021, another bench of the high court had disallowed Kunte from submitting any fresh documents in the case.\n\nHowever, despite this, the magistrate permitted the submission of the documents as part of the complaint.\n\nThe Congress leader claimed that the magistrate\'s order allowing Kunte to submit fresh documents at this stage was ""completely illegal and prejudicial"".'"
35,35,"b'BJP MP and actress Kangana Ranaut, representing Himachal Pradesh\'s Mandi Lok Sabha constituency, made an unusual request on Thursday, stating that visitors wanting to meet her must bring their Aadhaar card. Ranaut explained that due to a high influx of tourists and outsiders at her office, this measure was necessary to ensure that only constituents with genuine issues are attended to promptly.\n\n""Himachal Pradesh attracts a lot of tourists, so it is necessary to have an Aadhaar card from the Mandi area. Your work related to the constituency should also be written in the letter so that you don\'t have to face inconvenience,"" Ranaut remarked during a conversation with reporters in Mandi.\n\nThe directive sparked a political controversy, with Congress leader Vikramaditya Singh, who lost to Ranaut in the Lok Sabha elections, criticising her stance. Singh emphasised that as public representatives, it is their duty to meet all people, regardless of their background or documentation.\n\n""We are people\'s representatives. So, it is our responsibility to meet people from every section of the state,"" Vikramaditya Singh said.\n\n""Whether it is a small task, a big task, a policy matter, or a personal work, it does not require any identity. If a person is coming to a public representative, they are coming for some work,"" he added.\n\nThe Congress leader also stated that people who wish to meet him do not require an Aadhaar card.\n\nInputs from TOI'"
36,36,"b'The Congress party questioned Prime Minister Narendra Modi\'s position on a proposed 2% wealth tax on billionaires, a topic to be discussed at the upcoming G20 meeting. Congress general secretary Jairam Ramesh highlighted the potential revenue of \xe2\x82\xb91.5 lakh crore annually from India\'s 167 billionaires, emphasizing the tax\'s potential to fund essential services.With the issue of ""billionaire tax"" being taken up with G20 countries by a group of former presidents and prime ministers, the Congress on Friday asked what is Prime Minister Narendra Modi\'s position on such a tax and what will be India\'s stand when the matter is discussed at the G20 meet later this month. Congress general secretary, in-charge communications, Jairam Ramesh, said all over the world, there is a growing consensus that billionaires must pay their fair share of taxes.\n\n""As proposed by Brazil -- which now holds the annual rotational G20 Presidency -- and endorsed by France, Spain, South Africa, and Germany, the world is moving towards a 2 per cent wealth tax on these billionaires,"" he said in a post on X.\n\n""India has 167 dollar billionaires. A 2 per cent wealth tax would raise 1.5 lakh crores each year - almost 0.5 per cent of our GDP. This could pay for schools, hospitals, renewable energy, and many more essential investments in the future of our country,"" Ramesh said.\n\n""What is the non-biological PM\'s position on a \'billionaire tax\'? What will be India\'s position when it will be discussed at the G20 meet in Rio de Janeiro later this month?"" the Congress leader said.\n\nRamesh also shared a media report which said former presidents and prime ministers have sent an open letter to current leaders of the world\'s 20 largest economies urging support for a global tax on billionaires.'"
37,37,"b'Soon after former Union Minister was subjected to hate comments online over having to vacate government bunglow, Leader of Opposition in Lok Sabha Rahul Gandhi, who used to fight against Smriti Irani in Amethi , urged people online to not use derogatory language against the BJP leader.\n\n""Winning and losing happen in life. I urge everyone to refrain from using derogatory language and being nasty towards Smt. Smriti Irani or any other leader for that matter. Humiliating and insulting people is a sign of weakness, not strength,"" said Rahul Gandhi in a post on social media platform X.\n\nCongress confidant and party candidate from Amethi, Kishori Lal Sharma, defeated BJP leader and union minister Smriti Irani from Amethi Lok Sabha seat. Sharma, a long-time associate of the Gandhi family, who got 539228 votes defeated Smriti Irani by 167196 votes. Sharma, a long-time associate of the Gandhi family, was fielded from Amethi against BJP\'s Smriti Irani.\n\nHowever, Smriti Irani had used Rahul Gandhi\'s eviction from his official residence back as a chance to launch an attack on the Congress leader. ""The house does not belong to him, it belongs to the common people,"" Irani said at a press conference.\n\nSmriti Irani vacates govt bunglow:\n\nFormer Union minister Smriti Irani, who lost the recently held Lok Sabha elections, has vacated her official bungalow at 28 Tughlak Crescent in Lutyens\' Delhi, officials said on Thursday. Irani vacated the bungalow earlier this week, weeks after she was defeated by Congress leader Kishori Lal Sharma from Amethi parliamentary seat with a margin of over 1.5 lakh votes.\n\nThe former women and child development minister was dubbed a giant slayer in 2019 after she defeated Congress leader Rahul Gandhi from the seat.\n\n""She (Irani) vacated her official residence earlier this week,"" an official said, adding that former ministers and MPs need to vacate their government accommodation within a month after a new government is formed.'"
38,38,"b'Maharashtra Congress chief Nana Patole on Saturday said the party will prepare to contest from all seats in the upcoming state assembly elections but will fight as per the seat sharing agreement with its alliance partners. Talking to reporters at his Nagpur residence, Patole said it won\'t be wrong if the party prepares to contest the elections from all seats as it should have its organisational structure and work everywhere.\n\nThe elections to the 288-member Maharashtra assembly are due in October.\n\n""A party should have its organisational structure and work at every place. An alliance will be formed as per the seat sharing on the merits. Preparing for all seats is not wrong, and even our alliance partners are preparing the same way. We will contest the elections as Maha Vikas Aghadi (MVA),"" the Congress leader said.\n\nThe MVA comprises the Shiv Sena (UBT), NCP (SP) and Congress, which bagged 30 out of 48 seats in the recently held Look Sabha elections.\n\nPatole further said RJD president Lalu Prasad\'s prediction that the Narendra Modi government could fall next month could come true as it is on the back foot, and one can\'t be sure how long the allies will stay with the NDA.\n\n""Anything can happen. We can see how the government has come on the back foot after Congress leader Rahul Gandhi\'s speech in the Lok Sabha. We cannot say how long the NDA allies will be with them,"" he said.'"
39,39,"b'Congress leader Rahul Gandhi has defended the future of India\'s labourers, describing them as ""builders of India"" under the Narendra Modi government. He stated that these workers face severe hardships, including daily wage workers running their households for four days with a single day\'s earnings, without savings, and living off the burden of paying interest. Terming the country\'s labourers as ""builders of India"", Congress leader Rahul Gandhi on Saturday said that under the Narendra Modi government their future was in danger, and asserted that he will ensure that the they get their full rights and respect. The Leader of Opposition in the Lok Sabha made the remarks in a post in Hindi on X, as he shared a video of his recent interaction with daily wage workers at Guru Tegh Bahadur Nagar in Delhi during which listened to their problems.\n\n""In Narendra Modi\'s government, the \'builders of India\' are facing terrible hardships,"" Gandhi said in his post.\n\nThe daily wage workers are forced to run their households for four days with a single day\'s earnings, he said.\n\nThey have no savings and are living off the burden of paying interest, he added.\n\n""I got a chance to meet street vendors and daily wage workers in GTB Nagar and get to know their struggles,"" Gandhi said.\n\n""The future of the families of those who are building the \'India of the future\' is in danger. I will ensure that the hardworking labourers of India get their full rights, security and respect - this is my resolution,"" Gandhi asserted.\n\nAfter meeting the daily wage labourers on Thursday, Gandhi had said that providing full rights and respect to those involved in manual labour is the mission of his life.\n\nIn the video, Gandhi is seen working with the labourers in laying the stone on a staircase.\n\nGandhi listened to the problems of the workers who said that their biggest issue was not finding work on a daily basis.\n\nSince Gandhi undertook the over 4,000-km Kanyakumari to Kashmir Bharat Jodo Yatra from September 2022 to January 2023, he has held several interactions with a cross-section of society from mechanics to farmers and labourers.\n\nGandhi on Friday had met a group of Indian Railways loco pilots, who complained of ""inadequate rest due to understaffing"".'"
40,40,"b'T20 World Cup Ind vs SA Final: India\'s cricket team clinched the T20 World Cup 2024 in a thrilling victory against South Africa, ending an 11-year ICC trophy drought. Celebrations erupted nationwide, with President Draupadi Murmu and Vice President Jagdeep Dhankhar lauding the team\'s resilience and outstanding performance. Key moments included Hardik Pandya\'s crucial final over and Suryakumar Yadav\'s exceptional catch. Leaders like Rahul Gandhi and Rajnath Singh praised the team\'s determination, while industrialist Gautam Adani called the match ""nail-biting."" This historic win, achieved without losing a match, reaffirmed India\'s dominance in cricket.T20 World Cup Ind vs SA Final: As India clinches victory in the T20 World Cup 2024 on Saturday, leaders and famous personalities all across India congratulated and applauded the Men in Blue for their speculator victory.\n\nPresident Draupadi Murmu sent her heartiest congratulations to the Men in Blue and called the victory as ""extraordinary.""\n\nTaking it to social media post on X, the President wrote, ""My heartiest congratulations to Team India for winning the T20 World Cup. With the never-say-die spirit, the team sailed through difficult situations and demonstrated outstanding skills throughout the tournament. It was an extraordinary victory in the final match. Well done, Team India! We are proud of you!""\n\nVice-President of India Jagdeep Dhankar expressed heartiest congratulations to the team India for their victory and designated the it as ""stupendous performance"" of the team.\n\nWriting on X, the Vice President expressed, ""Bharat is elated by the spectacular victory of the Men in Blue in the #T20WorldCup2024! The stupendous performance by Team India throughout the tournament is a testament to their dedication and hard work. May they continue to bring glory to the nation. Heartiest congratulations!""\n\nDefence Minister Rajnath Singh while congratulating team India wrote on X, ""What an incredible victory and achievement by Indian cricket team! The Indian team has scripted history by defeating South Africa at #T20WolrdCupFinal! The entire nation is elated by India winning the T20 Cricket World Cup! Congratulations to the Indian cricket team for spectacular display of cricketing skills, grit and perseverance. This victory today will motivate so many upcoming cricketers and sportspersons. We are proud of the Indian team.""\n\nMeanwhile, the leader of Opposition and Congress leader Rahul Gandhi also congratulated the team India for squashing victory in a thrilling final at Barbados on Saturday.\n\nHe further praised captain Rohit Sharma for leading the team and player Suryakumar Yadav for his tremendous catch.\n\nIn a post to X, Rahul Gandhi wrote, ""Congratulations to Team India on a spectacular World Cup Victory and a phenomenal performance throughout the tournament! Surya, what a brilliant catch! Rohit, this win is a testament to your leadership. Rahul, I know team India will miss your guidance. The spectacular Men in Blue have made our country proud.""\n\nSpeaking on the thrilling win of Indian team, Uttar Pradesh Chief Minister extended his heartiest congratulations to the ""World\'s Champion"" and wrote on X, ""Invincible India! Hearty congratulations to the people of India! Congratulations to the \'World Champion\' Indian Cricket Team!\n\nFormer Union Minister and BJP leader Anurag Thakur said the match was truly a World Cup final match as it hooked people from the first ball to the last.\n\nTaking it to on X, he wrote, ""Whattttta match! Kept us on the edge of our seats! THIS is what you call a World Cup final! From the first ball to the last, the tension was palpable. Clinching victory in style, our champions showed incredible skill with the bat, dazzling deliveries with the ball, and catches which win matches! This wasn\'t just a game; it was an unforgettable spectacle that will go down in history. The World Cup is home! Massive congratulations to the phenomenal team and the dedicated fans who supported them every step of the way. You did it CHAMPIONS.""\n\nIndustrialist Gautam Adani also wished the team blue for their thrilling win and called the match as ""nail-biting.""\n\nHe wrote on X, ""Nerves of Steel!!! What an incredible, nail-biting @ICC. Men\'s T20 World Cup Final between two powerhouse teams! Congratulations to Team India on their superb win. Our pride in their unwavering spirit and determination shines brightly as India continues to rule the cricketing world! A fantastic tournament, with the USA emerging as a new cricket power. May our flag remain high! #T20WorldCup #SAvsIND.""\n\nIn a nail-biting and thrilling match, India squashed a major victory to secure their second ICC T20 World Cup title by beating South Africa by seven runs at Barbados on Saturday.\n\nProteas (South Africa) have once again left heartbroken as they are yet to win an ICC title. Meanwhile, India has ended its 11-year long ICC trophy drought, winning their first ICC title since the Champions Trophy in 2013. India is the first team to have captured the title undefeated.\n\nIn the run chase of 177 runs, South Africa was off to a poor start as Bumrah cleaned up Reeza Hendricks while Arshdeep got skipper Aiden Markram caught. But Tristan Stubbs and Quinton de Kock countered attacked India, in addition by Heinrich Klaasen.\n\nWith a huge six by Klaasen on a Kuldeep Yadav delivery over extra cover, Proteas reached the 100-run mark in 11.3 overs.\n\nMiller eased the pressure but Pandya came and delivered for India the crucial wicket of Klaasen for 52 in 27 balls. Pandya\'s over though, gave a brief breather to India with no boundary, leaving them with 22 runs to defend in the final three overs.\n\nJansen was cleaned up by Bumrah and Proteas needed 16 runs in the final six balls.\n\nHardik came to deliver the final over, getting the big wicket of Miler for which Suryakumar Yadav took a fine catch near the boundary. Finally, Rabada was also dismissed leaving South Africa at just 169/8 and India won this nail-biting match by 7 runs.'"
41,41,"b'Union Home Minister Amit Shah said that the day would serve as a reminder of the significant sacrifices endured by those who faced the severe hardships of the 1975 Emergency, highlighting their immense contributions.Congress General Secretary Jairam Ramesh on Friday targeted ""non-biological"" Prime Minister Narendra Modi hours after the Government of India announced that June 25 will be remembered annually as ""Constitution Murder Day"" in remembrance of the Emergency declared by the Indira Gandhi government in 1975.\n\nhttps://x.com/Jairam_Ramesh/status/1811717750341140820\n\nIn a series of tweets on X, Jairm Ramesh said, ""Yet another headline grabbing exercise in hypocrisy by the non-biological PM who had imposed an undeclared Emergency for ten long years before the people of India handed him a decisive personal, political, and moral defeat on June 4, 2024 - which will go down in history as ModiMukti Diwas"".\n\n""This is a non-biological PM who has subjected the Constitution of India and its principles, values, and institutions to systematic assault,"" His post added.\n\nHe added, ""This is a non-biological PM whose ideological parivar had rejected the Constitution of India in Nov 1949 on the grounds that it did not derive inspiration from Manusmriti. This is a non-biological PM for whom democracy means only demo-kursi"".\n\nUnion Home Minister Amit Shah said that the day would serve as a reminder of the significant sacrifices endured by those who faced the severe hardships of the 1975 Emergency, highlighting their immense contributions.\n\n""On 25 June 1975, the then Prime Minister Indira Gandhi, showing her dictatorial mindset, strangled the soul of Indian democracy by imposing an emergency in the country. Lakhs of people were jailed without any reason and the voice of the media was suppressed. The Government of India has decided to celebrate 25 June every year as \'Samvidhan Hatya Diwas\', Shah wrote in a post on X.\n\n""The decision made by the government led by PM Shri @narendramodi Ji is intended to honour the spirit of millions who struggled to revive democracy despite facing inexplicable persecution at the hands of an oppressive government. The observance of \'Samvidhaan Hatya Diwas\' will help keep the eternal flame of individual freedom and the defence of our democracy alive in every Indian, thus preventing dictatorial forces like the Congress from repeating those horrors,"" the Home Minister added.\n\nReacting to the Centre\'s announcement, the ruling Trinamool Congress leader (TMC) Kunal Ghosh said at a press conference that the BJP is trying to divert attention from its anti-people policy.\n\n""She has been criticized, Indira Gandhi lost once and Indira Gandhi came back to power as the Prime Minister. So that chapter was just one page of history and years later, the BJP is trying to divert attention from its anti-people policy, disasters and the bad condition of the country, they are trying to play this old card...""\n\nAccusing the BJP of murdering the Constitution every day after coming to power at the Centre in 2014, Aam Admi Party (AAP) leader Priyanka Kakkar told ANI, ""Since 2014, BJP has murdered the Constitution every day. Constitution was murdered when BJP brought electoral bonds...""\n\nThe Emergency of 1975 in India stands as a stark chapter in the nation\'s history marked by widespread political turmoil and civil liberties suppression. Declared by then-Prime Minister Indira Gandhi, the Emergency saw the suspension of fundamental rights and the imposition of strict censorship, aiming to quell political dissent and maintain order.'"
42,42,"b""The time limit for which income tax reassessment can be done is reducedShare price of PI Industries falls as Nifty weakensBudget 2024: Local telecom gear manufacturing to get a boost with customs duty hikeBudget announces support for 800 MW Advanced Ultra Supercritical coal based power plantBandhan Bank shares drop 1.59% as Sensex fallsBudget 2024: Shares of MapmyIndia, Genesys soar up to 10% as FM proposes GIS-based urban land records'Kill' OTT release date: Where and how to watch Lakshya-Raghav Juyal starrer ahead of India debutBudget 2024: F&O clampdown begins as Nirmala Sitharaman raises STTSiemens shares down 2.86% as Nifty dropsNPS contribution deduction limit for employer in private sector raised from 10% to 14% of the employee's basic salaryDefence Budget 2024: Govt reduces Indian armed forces budget to Rs 4.56 lakh cr from Rs 6.21 lakh crore in just 5 monthsBudget 2024 | Govt to step up adoption of technology for economy digitalisation: FM SitharamanBudget 2024: Securities transaction tax (STT) on F&O hiked to 0.02% and 0.1%Budget speech more focused on posturing than action: Congress leader Jairam RameshUnion Budget 2024: Shares of shrimp, seafood makers in heavy demand after allocation of budget"""
43,43,"b'Hubballi (Karnataka) [India], June 30 (ANI): Criticizing the Congress-led government in Karnataka over the calls for appointing more Deputy Chief Ministers in the state, Union Minister Pralhad Joshi stated that the Congress government is engaging in politics by fighting for additional Deputy CM posts, which is causing considerable confusion.\n\n""Congress has been nearly wiped out in Karnataka, and they are now taking revenge on the people. As far as industrialization and development are concerned, the Congress government is indulging in politics over additional Deputy CM posts, which is creating lots of confusion,"" the Union Minister said on Saturday.\n\nHowever, state Deputy Chief Minister DK Shivakumar on Saturday said that there is ""no demand"" for more Deputy CMs, adding that some people just wanted to have their names in the news.\n\n""There is no demand. All of this is a media creation. Some people just wanted to have their names circulated in the news. That\'s it,"" DK Shivakumar said.\n\nThis comes after Karnataka Minister and Congress leader KN Rajanna on Monday demanded additional Deputy Chief Ministers in Karnataka and asked the party high command to consider the request.\n\n""Because of the parliament elections, it was delayed. I want the party\'s high command to consider my request. Many ministers think that many communities supporting the Congress party should be given representation as Deputy CMs. But I am not an aspirant,"" KN Rajanna told ANI.\n\nUnion Minister Joshi also criticized CM Siddaramaiah over the alleged Maharshi Valmiki Scheduled Tribes Development Corporation Ltd scam, stating that Siddaramaiah must resign.\n\n""Due to their infighting, Karnataka is suffering. They are indulging in corruption as well. In the Valmiki board scam, Siddaramaiah is either involved or has failed to administer and control the system, which is why he should resign. He should take responsibility,"" Joshi said.\n\nThe corruption case involving the Maharshi Valmiki Scheduled Tribes Development Corporation came to light after an official of the Corporation died by suicide, leaving a note containing allegations of multi-crore corruption in the corporation.\n\nThe official, identified as Chandrasekaran (45), a resident of Kenchappa colony in Vinobanagar, allegedly died by suicide on May 26 after leaving a note containing allegations of multi-crore corruption in the corporation. Chandrasekaran was a superintendent with the MVDC and was posted at its Bengaluru office.\n\nIn a six-page suicide note recovered by police, Chandrasekaran mentioned the names of three officials and alleged corruption worth crores in the corporation, demanding action against the named officials.'"
44,44,"b'New Delhi: The Rajya Sabha on Tuesday witnessed a war of words between Chairman Jagdeep Dhankhar and the Leader of Opposition Mallikarjun Kharge.\n\nWhen Congress leader Pramod Tiwari was speaking on the motion of thanks to the President\'s address in the Upper House, Dhankhar interrupted him and said that he should not state unverified facts. At that point, Congress leader Jairam Ramesh said that the Congress leader would authenticate it. This triggered a war of words from both sides.\n\n""You are so intelligent, so gifted, so talented, you should immediately come and take the seat in place of Mr Kharge because, by and large, you are doing his job,"" the chairman told Ramesh. This was objected to by Kharge and said that the chair was trying to bring the \'varna\' system. ""That\'s why you are calling Ramesh very intelligent, and I am dull,"" Kharge reiterated. Dhankhar accused Kharge of twisting his remarks and using it to disrespect him.\n\n""You cannot run down the chair every time. You cannot disrespect the chair every time... You stand suddenly and speak whatever you want without understanding what I am saying,"" Dhankhar said. Kharge responded by saying that whatever he is today is because of Congress leader Sonia Gandhi and the people. After this short verbal duel, the House ran smoothly with Tiwari continuing with his speech.'"
45,45,"b""Opposition upset as first time non-Congress leader, a 'chai-wala' became PM for third term: ModiPrime Minister Narendra Modi on Tuesday mooted the idea of preparing a panel of NDA spokespersons to present a united face so that alliance partners can speak in one voice on important issues.\n\nModi, while addressing the first meeting of NDA MPs during the first session of the 18th Lok Sabha, also took on the Opposition saying that it has not been able to digest that a 'chaiwala' has become prime minister for a third time. He also called upon MPs of the BJP-led ruling alliance to participate in parliamentary proceedings as per the rules and maintain decorum and dignity of the House. He suggested that NDA MPs meet regularly during the parliamentary sessions."""
46,46,"b'Budget speech more focused on posturing than action: Congress leader Jairam RameshSenior Congress leader P Chidambaram on Tuesday took a swipe at the government over the Union Budget, saying he is glad that Finance Minister Nirmala Sitharaman has read the Congress 2024 manifesto after the Lok Sabha poll results. Sitharaman presented the Budget for 2024-25, her 7th straight presentation surpassing the record of former prime minister Morarji Desai. This was the first Budget during Prime Minister Narendra Modi-led government\'s third term in office.\n\nIn a post on X, Chidambaram said, ""I am glad to know that the Hon\'ble FM has read the Congress Manifesto LS 2024 after the election results. I am happy she has virtually adopted the Employment-linked incentive (ELI) outlined on page 30 of the Congress Manifesto.""\n\n""I am also happy that she has introduced the Apprenticeship scheme along with an allowance to every apprentice spelt out on page 11 of the Congress Manifesto. I wish the FM had copied some other ideas in the Congress Manifesto. I shall shortly list the missed opportunities,"" the former finance minister said.\n\nChidambaram said he was also pleased to hear that the Finance Minister will abolish the Angel Tax.\n\nThe Congress has pleaded for its abolition for many years and most recently in the Congress manifesto on page 31, he said.'"
47,47,"b'Will defeat Modi and BJP in Gujarat just like we defeated them in Ayodhya: Rahul Gandhi to Congress workersUnion Minister Jyotiraditya Scindia on Sunday asked Congress leader Rahul Gandhi to ""recognise reality"" before making statements, his comment coming a day after the latter said the INDI alliance had ended the BJP\'s Ram Temple movement by winning Faizabad Lok Sabha seat, of which Ayodhya is a part.\n\nDuring a tour of Ahmedabad on Saturday, Gandhi had also said the Congress will defeat the BJP in its foremost stronghold of Gujarat (in the 2027 assembly polls there).\n\n""There are many people who are given to dreaming. The Congress could not open its account in 13 states (in the recent Lok Sabha polls). Their strike rate is just 26 per cent in the states where they had a direct fight with the BJP,"" Scindia said here.\n\n""Not accepting the mandate, showing intolerance, abusing Sanatan Dharma. The public has made them sit in the opposition three times in a row but look at their arrogance,"" he said further attacking the Congress.\n\nThe BJP won more seats than what the Congress cumulatively got in the 2014, 2019 and 2024 Lok Sabha polls, Scindia pointed out. While the BJP won 240 seats in the 2024 polls, the Congress improved its tally but ended up just short of the three-figure mark at 99.\n\n""They should look within themselves. Recognise reality. Realise where the ground has slipped and then give statements,"" he said without naming Gandhi. Scindia, who quit the Congress in March 2020, was in Bhopal to take part in the BJP\'s state working committee meeting. He won the 2024 Lok Sabha polls from Guna by a margin of more than 5.40 lakh votes\n\n. ""By defeating the BJP in Ayodhya, INDIA bloc has defeated the Ram Mandir movement that was launched by the BJP veteran Lal Krishna Advani. What I am saying is something very big. Congress party and INDIA bloc defeated them in Ayodhya,"" Gandhi had said in Gujarat on Saturday.'"
48,48,"b'The ruling NDA and opposition Mahagathbandhan in Bihar clashed over the demand for special status ahead of the Parliament\'s budget session. The Centre cited the 14th Finance Commission for not granting special status, sparking criticism from the opposition. The BJP and JD(U) alliance faced backlash from the Congress and RJD for allegedly neglecting Bihar\'s development needs.The ruling NDA in Bihar and the opposition Mahagathbandhan on Friday crossed swords over the demand for special status to the state, which seems to have intensified ahead of the Parliament\'s budget session. The demand was first made soon after the creation of Jharkhand robbed the state of its mineral wealth, though the Centre has been of the view that the grant of special status was no longer possible since the provision was scrapped by the 14th Finance Commission.\n\nSenior Congress leader and former Lok Sabha Speaker Meira Kumar, whose party is a part of the opposition coalition in the state, took potshots at the BJP-JD(U) combine.\n\nShe said, ""There could not be a greater irony that the BJP, which rules the Centre, is not accepting the demand raised by the JD(U) despite being dependent on the ally.""\n\nThe allusion was to the JD(U), headed by Chief Minister Nitish Kumar, passing a resolution at its national executive meeting held last month seeking special category status, or, adequate assistance in the form of a special economic package.\n\nThe Congress leader also took a swipe at the JD(U) supremo and said, ""The PM should show some respect for his ally who has realigned with him after ditching us and making umpteenth volte-face"".\n\nThe CM, who had helped the formation of the INDIA bloc, returned to the BJP-led NDA in January this year.\n\nKumar\'s deputy Vijay Kumar Sinha, who belongs to the BJP, was asked about a meeting, in Delhi a day ago, between Union Finance Minister Nirmala Sitharaman and Samrat Choudhary, another Bihar Deputy CM who holds the finance portfolio and is understood to have submitted before her the state\'s expectations from the upcoming budget.\n\nEvading a direct reply, Sinha said, ""The PM has made it clear that he wants a \'Viksit Bharat\' (developed India). That is possible only when Bihar, too, is developed. All that is needed for growth of each and every state, will be done.""\n\nState minister and senior JD(U) leader Shravan Kumar alleged that the demand for special status was ""ignored"" by the previous Congress-led UPA government at the Centre and hoped that Modi would give Bihar its due.\n\nEarlier, NDA partner Lok Janshakti Party (Ram Vilas) headed by Union minister Chirag Paswan had also come out in support of the demand.\n\nThe party\'s MP Arun Bharti had told PTI-Video, ""Our party has been in support of special status to Bihar since the very beginning. We are confident of some assistance, in the form of either special status or a special package.""\n\nMeanwhile, the RJD, which helms the Mahagathbandhan, lashed out at the NDA claiming that the ruling coalition was trying to hoodwink the people.\n\nRJD MLA Bhai Virendra said, ""The BJP and the JD(U) share power in the Centre as well as in the state. Yet, instead of taking the necessary steps, they are raising demands. Do they think the people are fools?"".\n\nThe RJD leader, whose party was ruling Bihar when it was bifurcated in 2000, pointed out that the demand for special status was first raised by the Rabri Devi government.\n\n""I do not wish to create much controversy by taking names. But the NDA was in power, at the Centre, at the time and its leaders deliberately denied Bihar special status fearing that my party would get the credit,"" claimed Bhai Virendra.'"
49,49,"b'The Congress has criticized an order in Uttar Pradesh and Uttarakhand asking eateries along the Kanwar Yatra route to display their owners\' names, calling it ""mischief"" and ""bigotry"". Priyanka Gandhi Vadra called the move an attack on the Constitution and demanded the order be withdrawn and strict action taken against the officials who issued it. Congress\' media and publicity department head Pawan Khera called the orders ""absolute mischief"" and ""nothing short of bigotry"". The Congress on Friday termed as ""mischief"" and ""bigotry"" the order in Uttar Pradesh and Uttarakhand asking all eateries along the Kanwar Yatra route to display their owners\' names, with Priyanka Gandhi Vadra saying that the move was ""an attack on the Constitution"". Priyanka Gandhi demanded that the order be withdrawn and strict action be taken against the officials, who issued the order in the first place.\n\nCongress\' media and publicity department head Pawan Khera said that such orders were ""absolute mischief"" and ""nothing short of bigotry"".\n\nDays after the Muzaffarnagar Police asked all eateries along the Kanwar Yatra route to display their owners\' names, the Uttar Pradesh government is extending the controversial order across the state and Uttarakhand Chief Minister Pushkar Singh Dhami said similar instructions are already in place there.\n\nThe order issued by the Muzaffarnagar Police earlier this week has been slammed by the opposition parties and some members of the ruling alliance, who say it targets the Muslim traders.\n\nIn a post in Hindi on X, Priyanka Gandhi said, ""Our Constitution guarantees every citizen that he will not be discriminated against on the basis of caste, religion, language or any other basis.\n\n""The divisive order to put up name boards of the owners of carts, kiosks and shops in Uttar Pradesh is an attack on our Constitution, our democracy and our shared heritage.""\n\nThe Congress general secretary added, ""Creating division in the society on the basis of caste and religion is a crime against the Constitution. This order should be withdrawn immediately and strict action should be taken against the officials who issued it.""\n\nKhera said the UPA government had proposed some regulations in the context of food safety and now to try and invoke those norms to justify what the UP and Uttarakhand governments were doing on the Kanwar route was ""absolute mischief"" and ""nothing short of bigotry"".\n\nAs per the norms, everybody who engages in food businesses has to have a licence and present it on being asked by a government agency, he said.\n\n""As I said, it is for maintaining the standards of safety of food that we buy and consume. But only on the Kanwar Yatra route if you are asking people to display their names, including fruit sellers, that definitely has nothing to do with food security, that is to do with bigotry and the agenda of dividing the society,"" Khera said.\n\n""Let it not get confused with the food safety norms brought by the UPA,"" he added.\n\nAn Uttar Pradesh government spokesperson said Friday that a formal order for all eateries along the Kanwar Yatra route in the state was likely to be issued soon.\n\nIn Dehradun, Uttarakhand Chief Minister Pushkar Singh Dhami said the decision was taken on July 12 at a meeting to review the preparations for the Kanwar Yatra.\n\nAs in Muzaffarnagar, hotels, dhabas and roadside eateries along the yatra route in Uttarakhand have been asked to display their owners\' names, addresses and mobile phone numbers.\n\nThe Uttarakhand decision will mostly cover Haridwar but some \'kanwariyas\' also visit Rishikesh, Neelkanth and Gangotri as part of the yatra, which begins on July 22.\n\nSenior Congress leader in the state Harish Rawat said the decision taken by the Uttar Pradesh and the Uttarakhand governments was unfortunate and painful.\n\n""It will foment animosity between communities and bring disrepute to the country,"" he said.\n\nIn Uttar Pradesh, the Muzaffarnagar Police said earlier this week that its advisory to the eateries to display their owners\' names was aimed at avoiding any ""confusion"".\n\n""This has been done to ensure that there is no confusion among kanwariyas and no law-and-order situation arises. All are following this voluntarily,"" district police chief Abhishek Singh told reporters then.'"
